sbjId,neural_auc,behav_interaction_ms,sc_rpCond,sc_swCond
1,0.5431967864271459,46.83366022156997,83.23801411060788,130.07167433217785
2,0.5812088323353293,111.60637701215103,42.361669997976264,153.9680470101273
3,0.5537451097804388,38.95578665541632,152.78400382132122,191.73979047673754
4,0.6880230966638152,22.62330599547579,101.31288471129699,123.93619070677278
5,0.49442081836327334,38.57958288224256,58.819589684921766,97.39917256716433
6,0.5506918562874253,43.698320299320585,110.72319041403694,154.42151071335752
7,0.5010538922155688,37.20318858653786,114.84896529073137,152.05215387726923
8,0.5528529607451764,-73.99723343529558,157.03131002063253,83.03407658533695
9,0.5445619161676647,9.805778217369834,172.00344633940745,181.80922455677728
10,0.6766583233532936,25.30718965868664,81.5277927888161,106.83498244750274
11,0.638760146373919,-36.53802869049389,22.841904761919636,-13.696123928574252
12,0.5185860778443111,-11.719642336966785,36.54778807312698,24.828145736160195
13,0.5072941070240471,6.349385679564307,106.60211764672226,112.95150332628657
14,0.5130982701264138,109.11991249697542,79.41394678729353,188.53385928426894
15,0.677525149700599,41.26092456588344,111.67967818374962,152.94060274963306
16,0.5648832810569338,10.950823581602094,78.46158893041763,89.41241251201973
17,0.5697931137724549,80.68079375214916,54.39396308689891,135.07475683904806
18,0.5076902195608783,36.89786847538312,89.83349206703531,126.73136054241843
20,0.613778443113772,93.44483218931873,-86.18191215491811,7.262920034400622
21,0.5238664670658684,0.9067663398437844,156.65478529421637,157.56155163406015
22,0.597313468301492,49.3973885038763,94.99803611089862,144.39542461477492
23,0.5121941735576465,89.26776060882992,67.09529474283795,156.36305535166787
24,0.5200103602319172,15.502196069826027,42.540291680155065,58.04248774998109
25,0.5762033532934131,80.76137563128952,117.51109398430788,198.2724696155974
26,0.602123033932136,-32.886120899297225,72.6407111175032,39.754590218205976
27,0.60794874251497,99.31971209490996,55.36279317024855,154.6825052651585
28,0.6010921490352626,-3.495564250241955,76.18217360021379,72.68660934997183
29,0.6331033932135731,37.99889774834935,118.36674815342303,156.36564590177238
31,0.6254302994011977,41.64451729757252,83.33197185084987,124.97648914842239
33,0.7742059880239517,111.87826228931658,-32.56708562919539,79.31117666012119
35,0.540536976047904,77.83658402408048,135.50569705380815,213.34228107788863
36,0.5788334759053324,4.889505433218574,-33.38041241181418,-28.490906978595604
37,0.5332295808383235,1.675418909023847,68.72092070644862,70.39633961547247
38,0.46244291417165656,4.891962663293157,73.13571557626153,78.02767823955469
40,0.49758414599372697,140.86008240585898,20.063234851937068,160.92331725779604
41,0.6538211576846306,42.81267614186709,26.332757140565832,69.14543328243292
42,0.6415511377245509,-34.11067100252501,56.70522772117738,22.59455671865237
43,0.5836690818363273,10.427486506007199,26.04758370573279,36.47507021173999
45,0.6014518106643856,12.880781354716191,92.46308879461878,105.34387014933498
46,0.507095482504379,23.82308468319593,56.35028042708484,80.17336511028077
47,0.5531050280391601,26.087237063348653,37.22137404829846,63.30861111164711
48,0.42533787425149727,7.178634684835856,183.49002617068209,190.66866085551794
49,0.6209016966067872,63.54850401194767,74.33430451739844,137.8828085293461
51,0.5654810379241519,78.10270429259845,-7.444875403752462,70.65782888884598
52,0.6317632235528945,24.53877243337604,83.70524197328666,108.2440144066627
53,0.5189413553844692,56.040676205051,13.015862163400357,69.05653836845136
54,0.5552537425149702,38.042694518307826,12.062979208410525,50.10567372671835
55,0.5221615245699075,-73.24110212325684,126.61488245541284,53.373780332156
56,0.4789408326204733,70.59440373299549,91.9420551482931,162.53645888128858
57,0.41267305389221565,35.37379294988068,54.49573067181598,89.86952362169666
58,0.48640139720558867,-33.23962450505246,87.48473987533896,54.2451153702865
59,0.7869967778728255,18.47634011181526,59.63276060753071,78.10910071934597
60,0.5555351796407183,27.526707954941685,19.56932178874422,47.096029743685904
65,0.5124477711244176,59.62948592355599,76.85907402311841,136.4885599466744
66,0.532109381237525,82.05998439222083,-10.111117853846395,71.94886653837443
68,0.44479210151126297,-14.028952077507029,148.8464610650683,134.81750898756127
69,0.5217545860659635,5.405640949001167,79.67464922227919,85.08029017128035
70,0.531870259481038,44.017961197121735,79.88679632183107,123.9047575189528
